height_cm,weight_kg,body_type
185,83,Normal
178,74,Normal
173,69,Normal
188,80,Normal
181,74,Normal
175,70,Normal
180,80,Normal
181,72,Lean
180,74,Lean
180,70,Lean
176,73,Normal
172,68,Normal
176,72,Lean
179,79,Normal
173,63,Lean
174,75,Stocky
190,84,Normal
171,65,Normal
187,82,Normal
177,76,Normal
171,66,Lean
187,82,Normal
178,73,Normal
182,73,Lean
180,74,Stocky
185,83,Normal
165,65,Normal
175,75,Normal
187,81,Normal
190,81,Lean
183,75,Normal
192,78,Normal
169,63,Normal
181,76,Stocky
186,81,Normal
183,82,Normal
179,75,Normal
184,82,Lean
170,68,Lean
182,79,Normal
185,81,Normal
173,70,Lean
191,72,Normal
177,74,Normal
188,80,Lean
186,76,Normal
178,70,Normal
167,59,Lean
181,78,Normal
189,79,Lean
178,74,Lean
173,65,Lean
179,73,Normal
170,70,Lean
172,71,Normal
180,85,Normal
177,68,Lean
182,68,Lean
188,75,Lean
177,68,Lean
176,68,Lean
186,68,Lean
185,81,Normal
183,73,Lean
175,70,Lean
164,59,Normal
177,70,Normal
174,70,Lean
188,76,Normal
177,73,Lean
178,60,Normal
179,75,Lean
181,76,Normal
175,70,Lean
184,74,Normal
179,66,Lean
177,72,Normal
200,79,Normal
180,63,Lean
180,69,Lean
183,73,Normal
170,63,Lean
189,75,Normal
171,65,Lean
180,82,Normal
184,80,Normal
172,65,Lean
194,75,Lean
177,71,Lean
185,73,Lean
182,74,Normal
181,70,Normal
170,66,Lean
178,68,Normal
175,71,Normal
178,82,Stocky
180,66,Normal
167,67,Stocky
180,75,Normal
183,75,Lean
177,71,Lean
190,78,Normal
184,75,Normal
182,70,Lean
185,76,Normal
178,70,Normal
177,68,Lean
178,73,Lean
176,72,Normal
191,84,Lean
171,68,Lean
179,78,Normal
174,70,Lean
173,64,Normal
173,65,Normal
180,70,Normal
187,71,Lean
190,81,Normal
166,65,Normal
190,84,Lean
180,65,Lean
179,66,Lean
175,76,Normal
176,69,Normal
174,73,Normal
183,78,Lean
182,73,Lean
178,68,Lean
186,78,Normal
170,68,Normal
175,61,Lean
185,64,Normal
175,79,Lean
173,81,Normal
181,71,Lean
178,72,Lean
186,73,Normal
177,64,Lean
169,58,Normal
173,65,Normal
178,65,Lean
174,64,Lean
186,81,Normal
185,79,Normal
181,75,Normal
180,74,Normal
175,67,Lean
172,72,Normal
177,70,Normal
193,78,Normal
185,78,Lean
173,70,Lean
175,70,Lean
185,79,Lean
182,72,Normal
182,75,Normal
177,68,Normal
173,65,Normal
182,70,Lean
182,77,Lean
188,80,Normal
172,66,Stocky
169,65,Normal
180,80,Stocky
195,84,Lean
192,84,Normal
179,75,Lean
181,72,Lean
178,70,Lean
184,70,Lean
182,73,Lean
181,66,Normal
188,70,Lean
183,75,Normal
177,72,Normal
185,74,Lean
180,80,Normal
183,78,Normal
190,87,Normal
187,78,Normal
186,65,Lean
175,77,Normal
176,71,Normal
168,63,Normal
187,80,Lean
166,60,Lean
190,80,Normal
175,69,Lean
177,74,Normal
176,75,Normal
175,64,Lean
185,73,Normal
197,85,Normal
182,75,Lean
181,71,Stocky
189,72,Lean
185,85,Stocky
175,76,Lean
178,74,Normal
183,73,Normal
180,68,Lean
178,70,Lean
194,84,Lean
191,80,Lean
190,80,Lean
182,75,Lean
195,88,Normal
171,59,Normal
175,68,Lean
167,56,Lean
173,70,Normal
171,66,Normal
181,84,Stocky
183,77,Normal
165,60,Lean
183,75,Lean
176,71,Normal
178,73,Normal
176,69,Lean
193,82,Normal
192,85,Lean
178,68,Normal
174,65,Normal
181,78,Normal
184,78,Normal
182,71,Lean
191,77,Lean
190,82,Normal
193,83,Normal
178,65,Lean
185,75,Lean
180,70,Normal
185,81,Lean
175,70,Stocky
181,72,Normal
175,70,Lean
178,73,Lean
168,64,Lean
185,71,Normal
189,79,Normal
177,68,Normal
177,60,Lean
170,65,Lean
172,66,Lean
175,70,Lean
188,73,Lean
176,67,Lean
177,73,Lean
173,70,Lean
179,78,Normal
170,67,Lean
182,68,Normal
178,70,Normal
175,70,Normal
178,70,Normal
191,85,Normal
170,62,Lean
179,72,Normal
179,73,Lean
180,70,Lean
170,67,Normal
184,78,Lean
183,74,Normal
184,78,Normal
184,77,Normal
193,91,Normal
170,67,Normal
195,89,Normal
184,74,Normal
174,68,Lean
185,85,Normal
183,80,Stocky
182,75,Lean
184,76,Lean
175,68,Lean
166,60,Lean
181,70,Lean
181,72,Normal
180,64,Lean
177,74,Normal
187,75,Lean
168,65,Normal
186,83,Normal
172,65,Lean
180,75,Stocky
183,80,Normal
173,66,Normal
192,82,Normal
175,75,Normal
179,70,Normal
173,70,Normal
173,70,Normal
175,70,Normal
180,68,Normal
172,70,Normal
180,74,Normal
184,75,Normal
186,76,Normal
183,75,Lean
189,80,Lean
186,80,Normal
183,72,Normal
188,73,Normal
182,83,Normal
182,83,Normal
180,77,Lean
178,63,Normal
180,72,Lean
181,70,Normal
186,79,Lean
185,83,Lean
180,75,Lean
182,75,Normal
173,70,Normal
198,87,Lean
180,74,Normal
174,62,Lean
187,88,Normal
173,63,Lean
187,80,Lean
178,68,Lean
177,78,Normal
184,75,Normal
186,79,Lean
183,77,Normal
185,70,Normal
177,70,Normal
172,63,Lean
178,74,Lean
196,90,Normal
175,71,Lean
178,65,Lean
198,88,Lean
194,85,Normal
175,72,Normal
192,78,Normal
180,74,Lean
182,70,Lean
175,68,Normal
192,76,Normal
182,75,Lean
179,69,Lean
185,78,Stocky
180,72,Lean
191,79,Lean
175,71,Lean
193,78,Normal
187,92,Normal
190,82,Lean
179,67,Lean
181,78,Lean
180,72,Normal
173,65,Lean
180,70,Lean
190,85,Lean
175,70,Normal
176,64,Normal
180,70,Normal
174,62,Lean
180,76,Lean
182,73,Lean
193,89,Lean
172,67,Lean
197,92,Normal
175,69,Lean
181,71,Normal
173,71,Normal
178,67,Normal
189,82,Stocky
173,71,Normal
193,74,Lean
182,76,Normal
185,79,Normal
181,76,Normal
178,70,Normal
170,62,Normal
178,76,Lean
175,63,Lean
189,79,Lean
194,82,Stocky
178,72,Lean
186,92,Stocky
183,68,Normal
180,70,Lean
182,77,Normal
181,71,Lean
190,79,Normal
193,71,Lean
176,75,Normal
184,78,Normal
178,76,Normal
175,70,Lean
186,77,Normal
172,72,Normal
191,84,Lean
192,78,Lean
180,70,Lean
194,89,Normal
172,62,Lean
180,77,Normal
174,77,Normal
183,74,Lean
183,75,Lean
188,80,Normal
181,71,Lean
182,72,Lean
183,73,Lean
186,81,Lean
177,60,Lean
190,88,Normal
178,76,Lean
190,78,Normal
178,72,Lean
183,77,Lean
178,70,Lean
172,69,Normal
188,77,Lean
175,70,Normal
168,62,Normal
178,70,Normal
187,78,Normal
181,71,Lean
196,83,Normal
176,70,Normal
185,80,Normal
180,74,Normal
171,67,Lean
169,62,Lean
185,79,Stocky
191,78,Normal
184,77,Normal
176,70,Lean
181,73,Normal
185,75,Normal
190,84,Normal
188,81,Lean
189,87,Lean
188,74,Normal
183,75,Normal
183,70,Lean
168,64,Normal
191,70,Normal
186,85,Normal
177,70,Lean
185,75,Lean
176,70,Lean
187,79,Lean
181,69,Normal
182,76,Lean
183,87,Normal
175,68,Lean
183,73,Lean
178,67,Normal
183,73,Lean
184,77,Lean
180,75,Normal
177,69,Normal
196,93,Normal
175,68,Lean
187,81,Stocky
179,74,Normal
179,68,Normal
182,78,Normal
189,80,Normal
180,75,Lean
193,85,Lean
178,71,Lean
180,75,Normal
180,77,Normal
185,72,Lean
185,78,Lean
186,72,Normal
169,68,Normal
178,74,Lean
175,74,Lean
174,67,Normal
189,90,Normal
188,78,Normal
176,68,Normal
172,72,Normal
181,76,Normal
177,70,Lean
177,70,Lean
162,62,Normal
174,68,Normal
187,78,Lean
174,70,Normal
182,76,Normal
191,80,Normal
193,82,Lean
186,80,Normal
186,79,Normal
187,78,Normal
185,83,Normal
176,72,Normal
174,69,Normal
175,66,Lean
186,75,Normal
187,80,Lean
188,80,Normal
169,70,Lean
189,71,Lean
191,77,Lean
177,62,Lean
174,62,Lean
190,83,Lean
187,78,Normal
170,64,Lean
172,75,Normal
195,87,Normal
180,68,Lean
177,73,Normal
181,72,Lean
191,93,Normal
191,87,Normal
195,90,Normal
186,74,Lean
185,80,Lean
182,75,Normal
187,81,Normal
170,70,Normal
178,78,Normal
201,85,Normal
172,68,Lean
183,79,Lean
185,84,Normal
187,75,Normal
185,77,Lean
181,72,Normal
196,82,Lean
176,68,Normal
185,80,Normal
191,74,Normal
175,75,Normal
196,83,Normal
191,90,Normal
176,67,Lean
184,85,Normal
170,62,Lean
170,69,Normal
171,67,Normal
178,68,Normal
177,73,Normal
188,74,Normal
186,78,Lean
183,79,Normal
183,75,Normal
180,70,Normal
186,77,Normal
174,64,Lean
173,67,Normal
191,88,Normal
175,68,Lean
182,78,Normal
172,69,Normal
176,72,Normal
179,73,Lean
169,67,Normal
177,71,Lean
185,76,Normal
192,85,Normal
172,68,Lean
178,81,Stocky
167,57,Lean
190,93,Normal
182,78,Normal
178,72,Normal
186,75,Normal
183,84,Normal
173,73,Normal
184,71,Normal
192,80,Normal
183,75,Normal
180,78,Lean
190,90,Normal
183,79,Normal
187,80,Lean
190,86,Normal
181,81,Normal
175,68,Normal
182,75,Normal
182,75,Lean
173,64,Normal
185,79,Lean
180,77,Normal
170,70,Normal
180,73,Lean
180,72,Lean
188,94,Normal
183,78,Normal
188,83,Normal
186,83,Normal
180,68,Normal
181,72,Lean
172,75,Normal
188,78,Normal
176,72,Lean
175,70,Normal
177,70,Stocky
192,83,Normal
180,75,Normal
177,69,Normal
175,67,Lean
180,75,Normal
168,61,Lean
178,73,Normal
175,75,Normal
188,80,Normal
191,83,Normal
191,78,Normal
184,83,Stocky
178,68,Lean
181,75,Normal
183,72,Normal
180,70,Normal
175,68,Lean
185,77,Stocky
186,82,Normal
180,79,Normal
186,85,Normal
190,85,Normal
180,68,Normal
183,77,Lean
170,73,Stocky
177,81,Stocky
194,97,Normal
177,68,Normal
192,85,Normal
175,65,Normal
185,71,Normal
185,81,Normal
176,68,Lean
185,65,Normal
185,76,Normal
183,79,Normal
176,72,Lean
170,60,Lean
181,74,Lean
170,68,Stocky
179,75,Normal
175,70,Normal
184,77,Normal
181,77,Normal
173,67,Normal
175,70,Normal
174,69,Lean
184,70,Lean
167,57,Lean
178,73,Lean
180,72,Lean
162,58,Normal
179,75,Normal
184,78,Lean
188,80,Normal
194,92,Normal
178,77,Normal
182,77,Normal
182,78,Normal
178,64,Normal
185,81,Normal
183,84,Normal
175,69,Normal
184,79,Normal
190,85,Normal
187,74,Lean
177,69,Lean
179,74,Normal
171,66,Lean
180,74,Normal
173,69,Normal
166,68,Lean
187,72,Normal
182,78,Normal
191,88,Normal
191,85,Stocky
188,87,Normal
185,87,Normal
181,73,Normal
170,63,Normal
184,78,Normal
193,82,Lean
183,70,Lean
182,73,Lean
183,75,Lean
171,63,Normal
180,72,Normal
176,66,Normal
176,70,Normal
172,71,Normal
181,77,Normal
175,71,Normal
180,77,Normal
174,70,Normal
196,90,Normal
180,72,Stocky
176,73,Normal
184,80,Normal
181,73,Normal
174,72,Normal
186,80,Normal
175,70,Normal
180,76,Normal
191,82,Normal
179,74,Normal
178,70,Lean
167,63,Lean
183,68,Lean
175,62,Lean
190,87,Stocky
185,70,Lean
173,68,Normal
178,72,Normal
190,80,Normal
189,77,Lean
188,85,Lean
191,84,Normal
174,67,Lean
191,77,Lean
189,74,Lean
175,72,Lean
176,69,Normal
180,72,Normal
188,80,Normal
183,75,Lean
175,63,Lean
180,67,Lean
171,67,Normal
190,80,Normal
172,70,Normal
177,64,Normal
180,70,Lean
183,76,Normal
183,76,Stocky
189,76,Normal
199,90,Normal
198,80,Lean
170,62,Normal
166,69,Normal
171,63,Lean
185,76,Lean
188,87,Normal
172,64,Normal
171,69,Normal
178,68,Normal
173,68,Lean
177,75,Lean
180,65,Normal
188,76,Normal
186,72,Lean
180,72,Normal
175,67,Lean
175,60,Lean
177,74,Normal
180,74,Normal
181,71,Lean
180,72,Normal
175,60,Lean
181,72,Normal
192,81,Lean
175,70,Lean
189,82,Normal
186,78,Lean
166,64,Lean
170,68,Lean
175,70,Lean
185,78,Normal
169,63,Lean
182,77,Normal
180,78,Normal
180,70,Normal
176,75,Normal
169,66,Lean
177,73,Lean
192,80,Normal
193,83,Normal
177,72,Normal
176,65,Lean
178,71,Stocky
178,79,Normal
182,72,Normal
188,80,Lean
180,70,Lean
173,64,Normal
173,73,Lean
190,72,Normal
180,75,Lean
180,70,Lean
188,78,Lean
176,68,Lean
178,75,Lean
187,78,Lean
183,75,Lean
179,73,Lean
178,66,Lean
183,78,Lean
190,80,Normal
185,78,Lean
188,82,Lean
185,80,Lean
181,71,Lean
176,62,Lean
191,80,Lean
170,70,Lean
183,78,Lean
183,68,Lean
186,80,Normal
184,72,Lean
174,67,Lean
173,64,Lean
187,67,Normal
183,64,Lean
173,67,Lean
176,70,Lean
189,83,Normal
188,75,Normal
182,75,Normal
187,74,Normal
188,80,Lean
173,68,Lean
171,68,Lean
179,71,Lean
177,65,Normal
192,90,Stocky
178,66,Normal
178,74,Lean
185,77,Lean
181,75,Lean
184,73,Lean
176,70,Normal
178,75,Normal
185,80,Normal
178,70,Normal
170,60,Normal
176,70,Normal
180,71,Normal
187,85,Normal
179,77,Lean
184,68,Normal
178,68,Normal
180,75,Normal
176,67,Normal
188,82,Normal
185,75,Lean
178,68,Lean
175,69,Lean
185,70,Normal
175,70,Normal
188,86,Lean
181,73,Normal
176,70,Lean
185,84,Normal
182,73,Lean
173,65,Normal
173,65,Lean
179,68,Normal
178,68,Normal
179,76,Lean
187,77,Lean
184,75,Lean
182,70,Lean
167,68,Lean
185,77,Lean
175,65,Lean
178,75,Normal
168,67,Lean
187,78,Lean
186,81,Normal
193,84,Normal
174,67,Normal
175,68,Lean
184,80,Normal
177,73,Normal
175,68,Normal
170,65,Normal
180,64,Lean
180,73,Normal
172,66,Lean
177,68,Lean
173,66,Lean
178,63,Lean
172,70,Lean
190,85,Normal
179,70,Normal
180,72,Stocky
183,85,Normal
176,70,Lean
189,82,Normal
184,76,Normal
181,81,Stocky
174,71,Lean
175,70,Lean
161,59,Lean
187,82,Lean
181,71,Lean
178,73,Lean
185,78,Normal
180,71,Normal
188,80,Lean
195,80,Normal
172,71,Normal
180,77,Normal
175,70,Normal
183,67,Lean
179,70,Lean
189,78,Lean
185,74,Lean
190,83,Normal
173,70,Normal
181,77,Normal
175,65,Lean
180,76,Lean
170,65,Normal
187,80,Normal
174,68,Lean
200,90,Lean
189,84,Normal
172,74,Normal
184,73,Lean
175,63,Normal
188,82,Normal
171,60,Lean
187,74,Normal
187,78,Lean
180,74,Lean
178,64,Lean
184,70,Lean
176,77,Normal
188,80,Lean
185,80,Normal
179,75,Normal
180,75,Normal
177,68,Normal
180,59,Normal
175,70,Normal
178,77,Normal
180,69,Normal
193,79,Normal
183,73,Normal
190,80,Normal
178,65,Lean
179,73,Lean
175,70,Normal
172,75,Normal
196,87,Lean
186,78,Normal
178,76,Stocky
186,74,Normal
178,72,Normal
190,84,Normal
185,78,Normal
185,75,Normal
177,82,Normal
165,64,Stocky
186,86,Stocky
185,74,Lean
192,80,Lean
185,75,Lean
185,83,Normal
190,83,Normal
193,75,Lean
179,78,Normal
174,65,Lean
184,76,Normal
193,91,Normal
185,75,Lean
177,72,Normal
177,70,Normal
172,67,Normal
188,80,Normal
187,80,Normal
185,73,Lean
187,78,Normal
185,84,Normal
183,82,Normal
185,72,Normal
188,79,Normal
187,78,Lean
170,67,Normal
188,83,Normal
174,66,Normal
176,73,Normal
170,68,Normal
188,80,Normal
180,72,Lean
188,88,Normal
186,86,Stocky
182,75,Stocky
172,69,Normal
181,80,Lean
180,74,Lean
179,78,Normal
184,76,Lean
180,71,Normal
189,80,Normal
185,80,Normal
175,62,Normal
185,75,Normal
175,67,Normal
180,72,Normal
180,73,Normal
193,89,Normal
177,65,Lean
192,84,Normal
172,65,Normal
172,66,Lean
180,71,Normal
184,65,Lean
186,78,Normal
180,75,Lean
186,74,Normal
186,73,Lean
182,75,Normal
173,60,Lean
195,85,Normal
180,75,Normal
177,70,Normal
180,79,Normal
189,80,Lean
174,70,Lean
194,88,Normal
182,76,Normal
194,87,Lean
188,80,Lean
188,74,Lean
186,82,Lean
175,68,Normal
186,79,Lean
170,65,Stocky
165,64,Lean
175,70,Lean
178,74,Normal
186,78,Normal
173,68,Normal
186,82,Normal
186,77,Normal
174,73,Lean
187,80,Normal
180,76,Normal
178,67,Normal
173,73,Normal
177,77,Normal
188,78,Lean
184,64,Lean
183,68,Lean
184,72,Lean
175,77,Normal
177,73,Normal
183,75,Lean
181,68,Lean
189,87,Normal
190,77,Normal
180,68,Normal
178,70,Lean
182,75,Lean
191,81,Lean
171,68,Normal
183,91,Normal
186,80,Normal
180,75,Lean
196,86,Lean
179,78,Normal
182,70,Normal
180,70,Normal
188,83,Lean
175,70,Lean
183,70,Lean
175,68,Normal
173,73,Normal
182,74,Lean
196,92,Normal
183,75,Normal
186,73,Lean
188,73,Lean
191,78,Lean
193,84,Normal
179,71,Normal
180,75,Lean
180,70,Lean
183,75,Lean
188,75,Normal
174,62,Lean
177,60,Lean
185,74,Lean
180,75,Normal
183,81,Normal
190,70,Normal
194,79,Lean
178,76,Lean
180,80,Stocky
176,59,Lean
180,77,Normal
168,63,Normal
178,70,Normal
166,62,Lean
177,76,Stocky
176,56,Lean
187,74,Normal
177,66,Lean
185,73,Lean
180,70,Normal
187,78,Normal
195,80,Lean
170,69,Lean
195,85,Normal
175,65,Normal
178,70,Lean
181,78,Normal
180,72,Normal
183,71,Normal
191,88,Stocky
181,76,Normal
169,72,Lean
172,66,Normal
180,68,Normal
180,76,Normal
177,72,Lean
184,75,Normal
185,80,Normal
180,74,Normal
177,71,Normal
184,76,Normal
174,73,Lean
177,80,Normal
182,72,Lean
188,74,Normal
175,69,Normal
196,91,Normal
170,63,Lean
185,72,Normal
185,78,Normal
180,70,Lean
183,78,Normal
175,70,Lean
196,85,Lean
182,80,Lean
190,80,Normal
181,79,Normal
185,77,Lean
175,72,Lean
185,70,Normal
168,68,Lean
177,67,Normal
183,77,Normal
191,104,Stocky
179,75,Lean
184,67,Lean
191,80,Lean
177,67,Lean
196,83,Lean
176,70,Lean
176,65,Lean
187,84,Normal
179,74,Normal
190,79,Lean
173,60,Normal
198,86,Normal
185,70,Lean
180,83,Normal
178,73,Normal
177,73,Normal
182,75,Lean
177,69,Lean
188,83,Normal
188,74,Normal
184,80,Normal
182,81,Normal
183,79,Normal
196,80,Lean
178,70,Normal
190,83,Lean
170,68,Normal
186,86,Normal
178,69,Lean
183,74,Normal
177,70,Normal
178,75,Lean
170,68,Lean
190,80,Lean
184,70,Normal
178,77,Normal
180,80,Normal
175,60,Lean
186,78,Lean
174,68,Lean
180,70,Lean
172,63,Lean
179,74,Normal
178,73,Normal
180,71,Normal
177,74,Lean
173,70,Lean
171,68,Normal
181,74,Lean
180,75,Stocky
186,80,Normal
183,71,Normal
169,65,Normal
175,75,Normal
178,72,Lean
179,74,Normal
173,70,Normal
176,71,Normal
178,69,Lean
178,72,Lean
180,72,Normal
187,79,Normal
189,74,Lean
170,64,Normal
179,68,Lean
174,68,Lean
193,85,Normal
175,58,Lean
175,69,Lean
171,68,Normal
177,69,Normal
187,79,Normal
191,86,Normal
182,75,Lean
191,75,Lean
177,65,Normal
182,77,Normal
167,66,Normal
178,75,Lean
179,71,Normal
171,69,Normal
178,77,Normal
176,70,Normal
178,67,Lean
185,66,Lean
190,89,Normal
183,75,Normal
185,80,Stocky
178,71,Normal
177,76,Normal
184,76,Lean
178,71,Normal
184,72,Normal
193,93,Normal
180,72,Lean
190,85,Normal
186,77,Normal
178,80,Normal
170,65,Lean
176,69,Normal
184,84,Normal
190,82,Lean
182,73,Normal
186,71,Stocky
191,76,Stocky
188,79,Normal
182,73,Normal
189,80,Normal
186,74,Normal
171,70,Normal
186,75,Normal
164,68,Lean
194,85,Lean
182,80,Normal
178,73,Lean
166,62,Normal
172,69,Normal
180,72,Normal
193,79,Lean
170,69,Lean
183,73,Lean
190,78,Normal
170,62,Lean
168,66,Normal
178,70,Normal
173,67,Lean
181,77,Normal
174,69,Lean
185,79,Normal
174,70,Normal
176,74,Normal
173,72,Normal
175,62,Lean
175,70,Normal
182,70,Normal
193,83,Normal
186,87,Normal
185,83,Normal
176,70,Normal
170,69,Normal
186,81,Normal
178,68,Normal
179,75,Lean
178,81,Stocky
193,83,Lean
173,77,Normal
178,76,Normal
180,71,Lean
178,71,Lean
185,76,Normal
180,80,Lean
180,75,Lean
178,76,Lean
168,75,Normal
172,74,Normal
175,77,Normal
180,76,Normal
183,83,Normal
181,77,Normal
180,65,Lean
186,82,Normal
178,78,Normal
177,69,Lean
188,89,Normal
180,82,Stocky
177,75,Normal
179,65,Lean
183,79,Lean
179,69,Normal
185,76,Normal
174,64,Normal
190,82,Normal
178,73,Normal
172,63,Lean
185,74,Normal
189,88,Stocky
175,70,Lean
168,70,Stocky
175,72,Lean
180,76,Normal
187,79,Normal
186,75,Lean
181,75,Normal
178,67,Lean
186,76,Lean
182,70,Normal
188,81,Normal
168,64,Stocky
183,77,Normal
193,76,Lean
187,83,Normal
178,74,Normal
196,95,Normal
175,66,Normal
177,73,Lean
181,74,Normal
189,85,Normal
181,75,Normal
175,80,Normal
168,66,Lean
183,71,Lean
183,74,Normal
181,79,Normal
175,75,Lean
181,78,Lean
178,75,Lean
193,84,Normal
183,76,Lean
185,89,Normal
171,66,Stocky
188,87,Normal
191,77,Normal
172,90,Normal
175,73,Normal
175,72,Normal
180,65,Normal
192,75,Normal
174,70,Normal
178,76,Normal
191,75,Normal
184,73,Lean
187,75,Normal
168,65,Lean
176,76,Lean
183,78,Normal
180,77,Normal
190,82,Lean
176,72,Normal
178,67,Normal
176,69,Lean
184,75,Normal
181,81,Normal
165,55,Lean
176,69,Lean
170,60,Normal
181,76,Normal
170,60,Lean
189,76,Normal
180,75,Normal
183,74,Normal
175,70,Lean
192,82,Lean
183,84,Normal
165,62,Normal
187,75,Lean
194,87,Normal
175,68,Normal
176,72,Normal
175,67,Lean
192,72,Lean
168,64,Normal
184,79,Normal
182,68,Normal
189,83,Normal
181,77,Normal
184,80,Normal
180,76,Lean
181,77,Normal
171,68,Stocky
180,70,Lean
173,66,Lean
177,71,Normal
188,73,Lean
193,81,Lean
179,71,Normal
179,75,Lean
183,78,Lean
176,75,Lean
177,72,Lean
177,68,Lean
173,66,Lean
185,70,Lean
174,70,Normal
184,82,Normal
170,68,Normal
190,75,Lean
178,70,Normal
185,82,Normal
181,76,Normal
199,86,Normal
188,75,Normal
175,72,Normal
175,69,Lean
183,70,Normal
188,80,Lean
191,76,Lean
180,72,Lean
175,68,Normal
170,65,Normal
178,66,Normal
182,75,Lean
175,70,Normal
183,78,Lean
187,75,Lean
196,94,Lean
170,65,Normal
173,68,Normal
177,69,Lean
182,72,Normal
180,75,Lean
173,75,Normal
180,75,Normal
176,67,Normal
188,79,Lean
177,70,Lean
180,70,Normal
185,75,Lean
186,76,Lean
179,72,Lean
175,70,Lean
178,70,Lean
179,73,Normal
178,66,Lean
180,72,Normal
178,72,Lean
168,65,Normal
179,78,Normal
185,72,Lean
173,65,Normal
172,63,Lean
185,85,Lean
175,77,Lean
166,64,Normal
180,70,Lean
180,76,Normal
170,65,Lean
175,60,Lean
180,75,Lean
179,65,Lean
180,70,Lean
187,77,Normal
166,60,Lean
184,77,Lean
186,81,Lean
173,66,Normal
181,78,Normal
182,70,Normal
188,81,Normal
188,69,Lean
180,66,Lean
173,65,Lean
184,70,Lean
186,78,Normal
175,71,Normal
174,61,Lean
180,72,Lean
175,70,Lean
181,78,Stocky
177,73,Lean
182,70,Lean
190,77,Lean
178,72,Lean
178,75,Normal
193,80,Normal
180,70,Normal
181,75,Normal
186,75,Lean
178,69,Lean
181,75,Lean
186,74,Normal
177,67,Lean
192,72,Normal
180,77,Normal
183,72,Normal
168,65,Normal
183,80,Normal
190,73,Lean
178,69,Lean
174,68,Normal
179,70,Lean
172,68,Lean
179,76,Normal
173,72,Normal
178,65,Normal
178,67,Lean
172,67,Normal
178,70,Lean
185,75,Lean
183,74,Lean
188,77,Normal
183,73,Lean
172,70,Normal
188,72,Normal
189,84,Lean
180,66,Normal
175,70,Lean
188,82,Normal
187,83,Normal
179,70,Lean
187,75,Lean
184,79,Lean
173,73,Normal
174,68,Lean
190,77,Normal
173,65,Lean
175,65,Lean
172,64,Lean
171,65,Normal
185,80,Normal
179,76,Normal
177,70,Lean
167,63,Lean
184,74,Lean
179,73,Normal
198,80,Normal
185,78,Lean
190,75,Lean
195,80,Lean
180,70,Lean
179,72,Normal
185,81,Normal
188,79,Stocky
178,77,Normal
173,75,Normal
170,67,Normal
181,75,Normal
182,79,Normal
192,87,Normal
180,74,Normal
190,80,Normal
177,71,Lean
183,64,Normal
187,81,Normal
192,78,Lean
181,67,Lean
170,75,Lean
176,70,Lean
189,75,Normal
174,67,Lean
171,67,Lean
187,78,Normal
175,69,Lean
180,72,Normal
185,80,Normal
191,76,Normal
172,68,Normal
168,68,Normal
182,65,Lean
195,84,Lean
174,69,Lean
180,70,Normal
180,72,Normal
183,72,Lean
186,75,Normal
180,70,Lean
194,87,Lean
179,74,Normal
186,80,Stocky
180,70,Lean
176,70,Normal
177,70,Normal
185,65,Normal
179,70,Lean
190,80,Normal
180,85,Normal
176,60,Lean
175,65,Lean
188,80,Lean
170,68,Normal
189,93,Normal
172,72,Normal
180,73,Lean
170,68,Normal
176,64,Lean
178,70,Normal
190,77,Normal
178,74,Lean
190,82,Normal
186,82,Normal
190,75,Normal
184,78,Normal
188,74,Lean
175,66,Lean
178,70,Lean
173,70,Normal
188,76,Lean
171,63,Normal
192,83,Normal
182,73,Normal
177,67,Normal
187,77,Normal
172,70,Normal
196,87,Lean
179,73,Normal
177,72,Normal
170,70,Lean
180,70,Normal
181,72,Normal
180,75,Normal
188,70,Lean
180,64,Normal
183,76,Lean
178,74,Normal
190,82,Lean
188,73,Lean
191,81,Lean
178,74,Lean
178,69,Normal
190,80,Normal
175,75,Lean
178,79,Normal
175,68,Lean
179,73,Lean
183,85,Stocky
176,70,Normal
176,75,Normal
181,72,Lean
172,60,Normal
166,61,Lean
176,72,Normal
185,78,Normal
192,87,Normal
180,68,Lean
180,72,Normal
190,80,Normal
180,75,Normal
171,62,Lean
185,82,Normal
180,75,Lean
175,63,Normal
188,79,Normal
185,73,Normal
178,73,Lean
183,72,Normal
184,72,Normal
180,77,Lean
178,65,Lean
183,82,Lean
173,77,Normal
181,76,Normal
171,72,Lean
187,74,Lean
178,74,Normal
184,77,Lean
171,60,Normal
185,80,Normal
185,75,Normal
172,66,Normal
183,67,Lean
178,74,Lean
180,71,Lean
180,77,Normal
174,66,Lean
175,70,Normal
173,68,Stocky
193,91,Normal
183,84,Stocky
193,83,Lean
178,74,Lean
183,75,Lean
194,80,Lean
178,72,Normal
169,68,Normal
175,71,Normal
185,77,Normal
181,70,Normal
186,75,Lean
173,67,Stocky
195,85,Normal
183,68,Lean
179,70,Lean
176,70,Lean
180,80,Normal
185,76,Lean
178,64,Lean
183,77,Normal
179,76,Normal
188,78,Normal
192,73,Lean
191,78,Lean
198,77,Lean
170,64,Normal
179,65,Lean
190,75,Lean
183,80,Normal
179,77,Normal
181,72,Normal
180,72,Lean
195,84,Lean
177,70,Lean
179,76,Normal
195,83,Normal
182,70,Lean
185,83,Normal
176,71,Normal
186,78,Normal
185,82,Normal
194,86,Normal
196,80,Normal
185,78,Normal
179,75,Normal
188,71,Normal
178,73,Lean
183,65,Normal
188,79,Lean
174,71,Normal
